FILENAME,X,Y
20180416_2_1029.58745.jpg,377,179
20180416_2_1029.58745.jpg,369,200
20180416_2_1170.0.jpg,421,93
20180416_2_1170.0.jpg,430,124
20180416_2_1170.0.jpg,386,155
20180416_2_1170.0.jpg,373,179
20180416_2_1170.0.jpg,402,185
20180416_2_1170.0.jpg,247,190
20180416_2_1170.0.jpg,329,140
20180416_2_1637.7375499.jpg,309,141
20180416_2_1637.7375499.jpg,423,124
20180416_2_1637.7375499.jpg,396,151
20180416_2_1637.7375499.jpg,387,173
20180411_382.1742.jpg,420,131
20180411_382.1742.jpg,426,116
20180411_506.02695.jpg,277,175
20180411_506.02695.jpg,317,147
20180411_506.02695.jpg,410,147
20180411_506.02695.jpg,423,132
20180411_506.02695.jpg,425,115
20180411_506.02695.jpg,409,182
20180411_506.02695.jpg,398,237
20180411_615.7251.jpg,282,182
20180411_615.7251.jpg,321,149
20180411_615.7251.jpg,368,226
20180411_615.7251.jpg,413,181
20180411_615.7251.jpg,413,149
20180411_615.7251.jpg,421,129
20180411_615.7251.jpg,410,116
20180411_728.9619.jpg,360,227
20180411_728.9619.jpg,288,180
20180411_728.9619.jpg,320,146
20180411_728.9619.jpg,415,183
20180411_728.9619.jpg,414,147
20180411_728.9619.jpg,409,127
20180411_728.9619.jpg,402,115
20180411_900.0.jpg,284,178
20180411_900.0.jpg,318,146
20180411_900.0.jpg,360,220
20180411_900.0.jpg,388,175
20180411_900.0.jpg,408,144
20180411_900.0.jpg,417,129
20180411_900.0.jpg,421,116
20180415_11919.9216.jpg,289,165
20180415_11919.9216.jpg,413,139
20180415_11919.9216.jpg,433,100
20180415_11919.9216.jpg,412,113
20180415_3172.2372.jpg,310,128
20180415_3172.2372.jpg,326,141
20180415_3172.2372.jpg,402,152
20180415_3172.2372.jpg,395,138
20180415_3172.2372.jpg,419,118
20180415_3472.6384499.jpg,305,129
20180415_3472.6384499.jpg,326,141
20180415_3472.6384499.jpg,393,154
20180415_3472.6384499.jpg,395,137
20180415_3472.6384499.jpg,411,114
20180415_4806.42.jpg,307,130
20180415_4806.42.jpg,403,118
20180415_4806.42.jpg,394,138
20180415_4806.42.jpg,395,158
20180415_5130.8533499.jpg,309,130
20180415_5130.8533499.jpg,409,114
20180415_5130.8533499.jpg,393,139
20180415_5130.8533499.jpg,409,163
20180415_5539.39905.jpg,323,122
20180415_5539.39905.jpg,407,114
20180415_5539.39905.jpg,403,135
20180415_5539.39905.jpg,412,160
20180415_6765.0361499.jpg,394,148
20180415_6765.0361499.jpg,403,133
20180415_6765.0361499.jpg,411,114
20180415_6765.0361499.jpg,311,125
20180415_6765.0361499.jpg,286,151
20180415_684.91485.jpg,414,140
20180415_684.91485.jpg,351,103
20180415_7846.48065.jpg,413,115
20180415_7846.48065.jpg,384,156
20180415_7846.48065.jpg,323,127
20180415_7846.48065.jpg,318,139
20180415_8218.9782.jpg,396,157
20180415_8218.9782.jpg,410,114
20180415_8218.9782.jpg,319,134
20180415_8218.9782.jpg,313,125
20180415_9072.11775.jpg,410,125
20180415_9072.11775.jpg,411,114
20180415_9072.11775.jpg,336,125
20180424_7786.44225.jpg,271,163
20180424_7786.44225.jpg,320,141
20180424_7786.44225.jpg,339,126
20180424_7786.44225.jpg,433,97
20180424_7786.44225.jpg,425,155
20180424_7786.44225.jpg,409,173
20180424_7786.44225.jpg,399,193
20180424_8443.64655.jpg,266,131
20180424_8443.64655.jpg,299,114
20180424_8443.64655.jpg,339,120
20180424_8443.64655.jpg,441,99
20180424_8443.64655.jpg,440,161
20180424_8443.64655.jpg,410,170
20180424_8443.64655.jpg,421,198
20180424_8443.64655.jpg,280,183
20180424_8443.64655.jpg,226,229
20180424_8757.96165.jpg,239,234
20180424_8757.96165.jpg,269,182
20180424_8757.96165.jpg,305,157
20180424_8757.96165.jpg,305,110
20180424_8757.96165.jpg,338,125
20180424_8757.96165.jpg,438,97
20180424_8757.96165.jpg,437,164
20180424_8757.96165.jpg,406,169
20180424_8757.96165.jpg,397,188
20180424_9458.0271.jpg,213,224
20180424_9458.0271.jpg,298,134
20180424_9458.0271.jpg,275,182
20180424_9458.0271.jpg,309,133
20180416_2_1637.7375499.jpg,403,179
20180416_2_1637.7375499.jpg,413,193
20180416_2_1835.1195999.jpg,152,287
20180416_2_1835.1195999.jpg,75,280
20180416_2_1835.1195999.jpg,248,158
20180416_2_1835.1195999.jpg,325,141
20180416_2_2032.50165.jpg,387,177
20180416_2_2032.50165.jpg,224,199
20180416_2_2032.50165.jpg,311,143
20180416_2_2340.0.jpg,398,128
20180416_2_2340.0.jpg,283,137
20180416_2_2340.0.jpg,310,143
20180416_2_2544.6280499.jpg,307,142
20180416_2_2544.6280499.jpg,321,124
20180416_2_2620.0.jpg,317,140
20180416_2_2620.0.jpg,338,123
20180416_2_2939.39215.jpg,322,141
20180416_2_2939.39215.jpg,337,121
20180416_2_2939.39215.jpg,392,114
20180416_2_3318.1522999.jpg,133,217
20180416_2_3318.1522999.jpg,126,245
20180416_2_3499.5304.jpg,311,142
20180416_2_3499.5304.jpg,320,134
20180416_2_3728.9203499.jpg,304,140
20180416_2_3728.9203499.jpg,322,131
20180416_2_4289.0586.jpg,310,139
20180416_2_4289.0586.jpg,301,131
20180416_2_4635.81085.jpg,297,138
20180416_2_4635.81085.jpg,313,130
20180416_3180.0.jpg,232,149
20180416_3180.0.jpg,259,191
20180416_3180.0.jpg,240,227
20180416_3180.0.jpg,301,166
20180416_3180.0.jpg,327,138
20180416_3180.0.jpg,399,151
20180416_3180.0.jpg,451,173
20180416_3180.0.jpg,438,206
20180416_3180.0.jpg,361,225
20180416_3761.568.jpg,237,225
20180416_3761.568.jpg,272,193
20180416_3761.568.jpg,298,163
20180416_3761.568.jpg,323,139
20180416_3761.568.jpg,326,124
20180416_3761.568.jpg,361,231
20180416_3761.568.jpg,393,204
20180416_3761.568.jpg,443,166
20180416_3761.568.jpg,397,153
20180416_3761.568.jpg,438,137
20180416_4343.43555.jpg,242,228
20180416_4343.43555.jpg,256,188
20180416_4343.43555.jpg,299,164
20180416_4343.43555.jpg,322,140
20180416_4343.43555.jpg,329,124
20180416_4343.43555.jpg,408,114
20180416_4343.43555.jpg,450,173
20180416_4343.43555.jpg,396,155
20180416_4343.43555.jpg,433,199
20180416_4343.43555.jpg,353,227
20180416_481.9509.jpg,321,139
20180416_481.9509.jpg,340,125
20180416_481.9509.jpg,397,140
20180416_5254.4403.jpg,322,141
20180416_5254.4403.jpg,333,122
20180416_5254.4403.jpg,414,115
20180416_5254.4403.jpg,408,150
20180416_5254.4403.jpg,290,162
20180416_5254.4403.jpg,440,170
20180416_5254.4403.jpg,399,195
20180416_5254.4403.jpg,248,187
20180416_5254.4403.jpg,238,235
20180416_5254.4403.jpg,369,229
20180416_805.21065.jpg,303,143
20180416_805.21065.jpg,338,123
20180416_805.21065.jpg,386,151
20180416_805.21065.jpg,415,139
20180416_952.1469.jpg,406,111
20180416_952.1469.jpg,333,124
20180416_952.1469.jpg,319,139
20180416_952.1469.jpg,82,293
20180418_0.0.jpg,392,229
20180418_0.0.jpg,301,163
20180418_0.0.jpg,340,119
20180418_0.0.jpg,401,111
20180418_0.0.jpg,414,131
20180418_10961.3087999.jpg,285,176
20180418_10961.3087999.jpg,300,143
20180418_10961.3087999.jpg,336,123
20180418_10961.3087999.jpg,404,136
20180418_10961.3087999.jpg,431,130
20180418_1189.711806835.jpg,256,195
20180418_1189.711806835.jpg,311,167
20180418_1189.711806835.jpg,307,127
20180418_1189.711806835.jpg,401,225
20180418_14099.8032.jpg,321,108
20180418_14099.8032.jpg,419,111
20180418_14677.5359999.jpg,330,106
20180418_14677.5359999.jpg,387,110
20180418_14677.5359999.jpg,408,115
20180418_15583.1712.jpg,345,119
20180418_1561.460599733.jpg,334,122
20180418_1561.460599733.jpg,312,164
20180418_1561.460599733.jpg,416,240
20180418_2391.752329082.jpg,291,166
20180418_2391.752329082.jpg,336,122
20180418_2391.752329082.jpg,401,93
20180418_2391.752329082.jpg,385,236
20180418_268.032268961.jpg,387,235
20180418_268.032268961.jpg,303,170
20180418_268.032268961.jpg,412,140
20180418_268.032268961.jpg,340,122
20180418_2772.702592881.jpg,262,194
20180418_2772.702592881.jpg,292,155
20180418_2772.702592881.jpg,314,139
20180418_2772.702592881.jpg,322,124
20180418_2772.702592881.jpg,401,117
20180418_2772.702592881.jpg,406,138
20180418_2772.702592881.jpg,383,229
20180418_3403.9391999.jpg,381,234
20180418_3403.9391999.jpg,261,193
20180418_3403.9391999.jpg,310,151
20180418_3403.9391999.jpg,311,127
20180418_3403.9391999.jpg,407,112
20180418_3403.9391999.jpg,409,133
20180418_4075.3584.jpg,381,232
20180418_4075.3584.jpg,262,199
20180418_4075.3584.jpg,310,154
20180418_4075.3584.jpg,321,140
20180418_4075.3584.jpg,336,122
20180418_4075.3584.jpg,422,116
20180418_4075.3584.jpg,410,138
20180418_4450.1039999.jpg,396,233
20180418_4450.1039999.jpg,287,183
20180418_4450.1039999.jpg,295,156
20180418_4450.1039999.jpg,304,139
20180418_4450.1039999.jpg,330,122
20180418_4450.1039999.jpg,432,118
20180418_4450.1039999.jpg,409,137
20180418_4840.464.jpg,384,233
20180418_4840.464.jpg,286,181
20180418_4840.464.jpg,299,154
20180418_4840.464.jpg,306,141
20180418_4840.464.jpg,295,138
20180418_4840.464.jpg,408,116
20180418_4840.464.jpg,415,142
20180418_655.8048.jpg,382,233
20180418_655.8048.jpg,314,162
20180418_655.8048.jpg,396,140
20180418_655.8048.jpg,336,108
20180418_6917.1792.jpg,262,192
20180418_6917.1792.jpg,295,156
20180418_6917.1792.jpg,296,139
20180418_6917.1792.jpg,313,140
20180418_6917.1792.jpg,414,137
20180418_6917.1792.jpg,403,118
20180418_7448.0687999.jpg,330,123
20180418_7448.0687999.jpg,303,156
20180418_7448.0687999.jpg,319,143
20180418_7448.0687999.jpg,407,137
20180418_7448.0687999.jpg,433,124
20180418_8884.593599999998.jpg,269,191
20180418_8884.593599999998.jpg,303,153
20180418_8884.593599999998.jpg,318,141
20180418_8884.593599999998.jpg,334,123
20180418_8884.593599999998.jpg,405,117
20180418_8884.593599999998.jpg,401,139
20180418_9321.7968.jpg,263,191
20180418_9321.7968.jpg,281,155
20180418_9321.7968.jpg,300,147
20180418_9321.7968.jpg,326,123
20180418_9321.7968.jpg,399,141
20180418_9321.7968.jpg,424,116
20180418_9946.3727999.jpg,288,181
20180418_9946.3727999.jpg,277,158
20180418_9946.3727999.jpg,302,146
20180418_9946.3727999.jpg,326,124
20180418_9946.3727999.jpg,425,117
20180418_9946.3727999.jpg,409,140
20180423_1159.96995.jpg,291,250
20180423_1159.96995.jpg,282,202
20180423_1159.96995.jpg,278,181
20180423_1159.96995.jpg,290,170
20180423_1159.96995.jpg,317,148
20180423_1159.96995.jpg,386,174
20180423_1159.96995.jpg,389,151
20180423_1159.96995.jpg,403,129
20180423_1159.96995.jpg,427,121
20180423_1390.6072499.jpg,292,249
20180423_1390.6072499.jpg,282,198
20180423_1390.6072499.jpg,279,181
20180423_1390.6072499.jpg,306,170
20180423_1390.6072499.jpg,318,150
20180423_1390.6072499.jpg,396,178
20180423_1390.6072499.jpg,383,160
20180423_1390.6072499.jpg,406,134
20180423_1390.6072499.jpg,414,118
20180423_1539.84315.jpg,272,204
20180423_1539.84315.jpg,292,179
20180423_1539.84315.jpg,319,153
20180423_1539.84315.jpg,400,171
20180423_1539.84315.jpg,290,244
20180423_1539.84315.jpg,398,155
20180423_1539.84315.jpg,407,138
20180423_1539.84315.jpg,407,121
20180423_1811.18115.jpg,264,206
20180423_1811.18115.jpg,281,183
20180423_1811.18115.jpg,305,171
20180423_1811.18115.jpg,324,152
20180423_1811.18115.jpg,410,154
20180423_1811.18115.jpg,391,175
20180423_1811.18115.jpg,413,135
20180423_1811.18115.jpg,414,121
20180423_1811.18115.jpg,283,259
20180423_2102.8694999.jpg,270,204
20180423_2102.8694999.jpg,266,183
20180423_2102.8694999.jpg,286,171
20180423_2102.8694999.jpg,299,147
20180423_2102.8694999.jpg,410,121
20180423_2102.8694999.jpg,414,137
20180423_2102.8694999.jpg,416,153
20180423_2102.8694999.jpg,397,177
20180423_2102.8694999.jpg,384,208
20180423_2102.8694999.jpg,274,249
20180423_2374.2075.jpg,279,247
20180423_2374.2075.jpg,263,199
20180423_2374.2075.jpg,280,185
20180423_2374.2075.jpg,288,171
20180423_2374.2075.jpg,321,148
20180423_2374.2075.jpg,408,123
20180423_2374.2075.jpg,422,127
20180423_2374.2075.jpg,386,151
20180423_2374.2075.jpg,405,171
20180423_2374.2075.jpg,389,193
20180423_2580.0.jpg,270,254
20180423_2580.0.jpg,277,199
20180423_2580.0.jpg,280,180
20180423_2580.0.jpg,290,168
20180423_2580.0.jpg,317,151
